,X,Y,Regiao,mcirc,municipio,RISP,AISP_COMP,DP,ano,mes,TIPO,Ocorrencias,Objectid
57685,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,8,apreensao_drogas,17.0,212834
57686,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,8,apreensao_drogas,43.0,212884
57687,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,8,apreensao_drogas,42.0,212934
57688,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,8,apreensao_drogas,15.0,212984
57689,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,9,apreensao_drogas,25.0,213034
57690,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,9,apreensao_drogas,37.0,213084
57691,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,9,apreensao_drogas,35.0,213134
57692,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,9,apreensao_drogas,20.0,213184
57693,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,10,apreensao_drogas,19.0,213234
57694,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,10,apreensao_drogas,44.0,213284
57695,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,10,apreensao_drogas,50.0,213334
57696,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,10,apreensao_drogas,23.0,213384
75996,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,1,apreensoes,,211440
75997,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,1,apreensoes,,211490
75998,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,1,apreensoes,,211540
75999,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,1,apreensoes,,211590
76000,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,2,apreensoes,,211640
76001,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,2,apreensoes,,211690
76002,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,2,apreensoes,,211740
76003,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,2,apreensoes,,211790
76004,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,3,apreensoes,,211840
76005,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,3,apreensoes,,211890
76006,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,3,apreensoes,,211940
76007,-42.97640571299996,-22.860173744999944,Grande Niterói,3304904,São Gonçalo,4,7,75,2015,3,apreensoes,,211990
76008,-43.03652377599997,-22.79911572399993,Grande Niterói,3304904,São Gonçalo,4,7,72,2015,4,apreensoes,,212040
76009,-43.07746695999998,-22.830884117999968,Grande Niterói,3304904,São Gonçalo,4,7,73,2015,4,apreensoes,,212090
76010,-42.970366384999984,-22.796232407999984,Grande Niterói,3304904,São Gonçalo,4,7,74,2015,4,apreensoes,,212140
